ANY,ACTIVITAT,IPCC_SECTOR,IPCC_DIVISIO,IPCC_CLASSE,IPCC_SUBCLASSE,NOM_SECTOR,NOM_DIVISIO,NOM_CLASSE,NOM_SUBCLASSE,CONTAMINANT,UNITATS,CO2EQ,EMISSIO GAS
2000,3A44,3,A,4,4,Agricultura,Fermentació entèrica,Altre bestiar,Mules i ases,CH4,Gg,0.15,0.01
2001,3A44,3,A,4,4,Agricultura,Fermentació entèrica,Altre bestiar,Mules i ases,CH4,Gg,0.13,0
2002,3A44,3,A,4,4,Agricultura,Fermentació entèrica,Altre bestiar,Mules i ases,CH4,Gg,0.11,0
2003,3A44,3,A,4,4,Agricultura,Fermentació entèrica,Altre bestiar,Mules i ases,CH4,Gg,0.1,0
2004,3A44,3,A,4,4,Agricultura,Fermentació entèrica,Altre bestiar,Mules i ases,CH4,Gg,0.08,0
2005,3A44,3,A,4,4,Agricultura,Fermentació entèrica,Altre bestiar,Mules i ases,CH4,Gg,0.06,0
2006,3A44,3,A,4,4,Agricultura,Fermentació entèrica,Altre bestiar,Mules i ases,CH4,Gg,0.04,0
2007,3A44,3,A,4,4,Agricultura,Fermentació entèrica,Altre bestiar,Mules i ases,CH4,Gg,0.18,0.01
2008,3A44,3,A,4,4,Agricultura,Fermentació entèrica,Altre bestiar,Mules i ases,CH4,Gg,0.2,0.01
2009,3A44,3,A,4,4,Agricultura,Fermentació entèrica,Altre bestiar,Mules i ases,CH4,Gg,0.21,0.01
2010,3A44,3,A,4,4,Agricultura,Fermentació entèrica,Altre bestiar,Mules i ases,CH4,Gg,0.22,0.01
2011,3A44,3,A,4,4,Agricultura,Fermentació entèrica,Altre bestiar,Mules i ases,CH4,Gg,0.22,0.01
2012,3A44,3,A,4,4,Agricultura,Fermentació entèrica,Altre bestiar,Mules i ases,CH4,Gg,0.21,0.01
2013,3A44,3,A,4,4,Agricultura,Fermentació entèrica,Altre bestiar,Mules i ases,CH4,Gg,0.23,0.01
2014,3A44,3,A,4,4,Agricultura,Fermentació entèrica,Altre bestiar,Mules i ases,CH4,Gg,0.23,0.01
2015,3A44,3,A,4,4,Agricultura,Fermentació entèrica,Altre bestiar,Mules i ases,CH4,Gg,0.27,0.01
2016,3A44,3,A,4,4,Agricultura,Fermentació entèrica,Altre bestiar,Mules i ases,CH4,Gg,0.27,0.01
2017,3A44,3,A,4,4,Agricultura,Fermentació entèrica,Altre bestiar,Mules i ases,CH4,Gg,0.26,0.01
2018,3A44,3,A,4,4,Agricultura,Fermentació entèrica,Altre bestiar,Mules i ases,CH4,Gg,0.29,0.01
2019,3A44,3,A,4,4,Agricultura,Fermentació entèrica,Altre bestiar,Mules i ases,CH4,Gg,0.29,0.01
2020,3A44,3,A,4,4,Agricultura,Fermentació entèrica,Altre bestiar,Mules i ases,CH4,Gg,0.29,0.01
2021,3A44,3,A,4,4,Agricultura,Fermentació entèrica,Altre bestiar,Mules i ases,CH4,Gg,0.32,0.01
1990,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,58.94,2.1
1991,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,70.79,2.53
1992,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,75.3,2.69
1993,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,86.77,3.1
1994,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,90.56,3.23
1995,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,105.66,3.77
1996,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,114.79,4.1
1997,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,99.15,3.54
1998,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,88.67,3.17
1999,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,87.52,3.13
2000,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,86.33,3.08
2001,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,91.61,3.27
2002,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,94.21,3.36
2003,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,86.67,3.1
2004,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,55.57,1.98
2005,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,56.6,2.02
2006,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,54.71,1.95
2007,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,55.73,1.99
2008,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,49.12,1.75
2009,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,50.34,1.8
2010,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,50.63,1.81
2011,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,50.32,1.8
2012,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,49.98,1.78
2013,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,48.56,1.73
2014,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,46.72,1.67
2015,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,43.47,1.55
2016,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,40.64,1.45
2017,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,38.74,1.38
2018,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,37,1.32
2019,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,34.36,1.23
2020,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,34.12,1.22
2021,3A46,3,A,4,6,Agricultura,Fermentació entèrica,Altre bestiar,Conills,CH4,Gg,34.12,1.22
1990,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,206.55,7.38
1991,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,178.58,6.38
1992,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,156.63,5.59
1993,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,146.95,5.25
1994,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,174.76,6.24
1995,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,194.26,6.94
1996,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,194.41,6.94
1997,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,208.83,7.46
1998,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,187.74,6.71
1999,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,198.94,7.11
2000,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,218.53,7.8
2001,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,224.27,8.01
2002,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,221.9,7.92
2003,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,209.88,7.5
2004,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,197.91,7.07
2005,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,127.3,4.55
2006,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,137.37,4.91
2007,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,141.07,5.04
2008,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,133.78,4.78
2009,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,127.63,4.56
2010,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,121.26,4.33
2011,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,137.46,4.91
2012,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,137.63,4.92
2013,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,122.44,4.37
2014,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,139.31,4.98
2015,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,143.62,5.13
2016,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,145.74,5.21
2017,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,144.02,5.14
2018,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,145.49,5.2
2019,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,144.84,5.17
2020,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,134,4.79
2021,3B11,3,B,1,1,Agricultura,Gestió de fems,Emissions de CH4,Bestiar boví,CH4,Gg,148.48,5.3
1990,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,9.76,0.35
1991,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,8.69,0.31
1992,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,7.71,0.28
1993,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,8.34,0.3
1994,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,9.52,0.34
1995,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,10.06,0.36
1996,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,9.77,0.35
1997,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,8.56,0.31
1998,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,9.15,0.33
1999,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,8.86,0.32
2000,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,9.9,0.35
2001,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,10.65,0.38
2002,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,9.62,0.34
2003,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,9.41,0.34
2004,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,7.69,0.27
2005,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,6.39,0.23
2006,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,6.57,0.23
2007,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,6.88,0.25
2008,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,6.41,0.23
2009,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,6.48,0.23
2010,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,3.99,0.14
2011,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,4.62,0.16
2012,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,4.56,0.16
2013,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,3.6,0.13
2014,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,3.95,0.14
2015,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,3.98,0.14
2016,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,3.99,0.14
2017,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,3.85,0.14
2018,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,4.01,0.14
2019,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,3.92,0.14
2020,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,3.76,0.13
2021,3B12,3,B,1,2,Agricultura,Gestió de fems,Emissions de CH4,Bestiar oví,CH4,Gg,3.62,0.13
1990,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1631.39,58.26
1991,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1399.07,49.97
1992,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1477.66,52.77
1993,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1495.69,53.42
1994,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1511.87,54
1995,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1576.86,56.32
1996,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1646.62,58.81
1997,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1605.35,57.33
1998,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1669.15,59.61
1999,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1836.89,65.6
2000,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,2122.34,75.8
2001,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,2011.33,71.83
2002,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1985.7,70.92
2003,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,2011.25,71.83
2004,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,2030.27,72.51
2005,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1623.23,57.97
2006,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1441.53,51.48
2007,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1537.03,54.89
2008,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1541.09,55.04
2009,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1558.26,55.65
2010,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1265.93,45.21
2011,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1438.66,51.38
2012,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1418.3,50.65
2013,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1250.66,44.67
2014,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1401.94,50.07
2015,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1465.68,52.35
2016,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1478.09,52.79
2017,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1403.19,50.11
2018,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1398.63,49.95
2019,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1470.3,52.51
2020,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1447.97,51.71
2021,3B13,3,B,1,3,Agricultura,Gestió de fems,Emissions de CH4,Bestiar porcí,CH4,Gg,1436.06,51.29
1990,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,67.96,2.43
1991,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,68.46,2.45
1992,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,69.43,2.48
1993,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,60.59,2.16
1994,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,81.77,2.92
1995,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,87.9,3.14
1996,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,93.38,3.33
1997,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,91.7,3.27
1998,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,86.25,3.08
1999,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,85.65,3.06
2000,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,86.9,3.1
2001,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,91.72,3.28
2002,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,90.44,3.23
2003,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,85.72,3.06
2004,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,69.88,2.5
2005,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,57.72,2.06
2006,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,61.6,2.2
2007,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,75.05,2.68
2008,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,64.6,2.31
2009,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,61.78,2.21
2010,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,56.17,2.01
2011,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,61.29,2.19
2012,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,59.63,2.13
2013,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,53.18,1.9
2014,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,55.96,2
2015,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,53.86,1.92
2016,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,52.76,1.88
2017,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,51.54,1.84
2018,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,53.05,1.89
2019,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,50.68,1.81
2020,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,49.41,1.76
2021,3B14,3,B,1,4,Agricultura,Gestió de fems,Emissions de CH4,Altre bestiar,CH4,Gg,52.4,1.87
1990,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,41.29,0.16
1991,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,38.63,0.15
1992,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,33.81,0.13
1993,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,35.33,0.13
1994,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,38.06,0.14
1995,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,43.74,0.17
1996,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,46.54,0.18
1997,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,46.61,0.18
1998,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,45.6,0.17
1999,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,46.81,0.18
2000,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,52.1,0.2
2001,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,55.81,0.21
2002,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,52.69,0.2
2003,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,52.21,0.2
2004,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,47.89,0.18
2005,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,46.92,0.18
2006,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,47.11,0.18
2007,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,46.26,0.17
2008,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,40.3,0.15
2009,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,40.5,0.15
2010,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,41.13,0.16
2011,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,39.84,0.15
2012,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,40.46,0.15
2013,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,39.95,0.15
2014,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,42.09,0.16
2015,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,43.46,0.16
2016,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,45.14,0.17
2017,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,46.31,0.17
2018,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,48.25,0.18
2019,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,47.55,0.18
2020,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,42.81,0.16
2021,3B21,3,B,2,1,Agricultura,Gestió de fems,Emissions de N2O,Bestiar boví,N2O,Gg,53.65,0.2
1990,3B22,3,B,2,2,Agricultura,Gestió de fems,Emissions de N2O,Bestiar oví,N2O,Gg,0.95,0
1991,3B22,3,B,2,2,Agricultura,Gestió de fems,Emissions de N2O,Bestiar oví,N2O,Gg,1.02,0
1992,3B22,3,B,2,2,Agricultura,Gestió de fems,Emissions de N2O,Bestiar oví,N2O,Gg,0.78,0
1993,3B22,3,B,2,2,Agricultura,Gestió de fems,Emissions de N2O,Bestiar oví,N2O,Gg,1.05,0
1994,3B22,3,B,2,2,Agricultura,Gestió de fems,Emissions de N2O,Bestiar oví,N2O,Gg,0.8,0
1995,3B22,3,B,2,2,Agricultura,Gestió de fems,Emissions de N2O,Bestiar oví,N2O,Gg,0.96,0
1996,3B22,3,B,2,2,Agricultura,Gestió de fems,Emissions de N2O,Bestiar oví,N2O,Gg,0.82,0
1997,3B22,3,B,2,2,Agricultura,Gestió de fems,Emissions de N2O,Bestiar oví,N2O,Gg,0.77,0
1998,3B22,3,B,2,2,Agricultura,Gestió de fems,Emissions de N2O,Bestiar oví,N2O,Gg,0.76,0
1999,3B22,3,B,2,2,Agricultura,Gestió de fems,Emissions de N2O,Bestiar oví,N2O,Gg,1.14,0
